Mission_ID,Mission_Date,Mission_Type,Drone_Model,Base_Location,Operator_ID,Flight_Duration_Min,Distance_Km,Altitude_m,Battery_Start,Battery_End,Battery_Consumed,Payload_Type,Payload_Weight_kg,Weather,Temperature_C,Wind_Speed_kmph,Threat_Level,Mission_Status,Failure_Reason,Mission_Score
ASD-02451,2025-01-12,Surveillance,Parrot Anafi AI,Jaipur,OP-015,30,16.32,253,100,72,28,Medical Kit,3.86,Rainy,41,23,Low,Success,NA,79
ASD-02452,2025-09-17,Surveillance,Parrot Anafi AI,Lucknow,OP-027,74,5.78,192,100,44,56,Sensor Package,4.21,Clear,28,10,High,Success,NA,92
ASD-02453,2025-08-12,Reconnaissance,Autel EVO Max 4T,Jaipur,OP-002,51,45.41,145,100,63,37,HD Camera,1.28,Foggy,37,18,High,Success,NA,97
ASD-02454,2025-10-07,Infrastructure Inspection,Skydio X2D,Dehradun,OP-012,24,13.67,269,100,34,66,Food Package,3.96,Windy,21,32,Medium,Success,NA,94
ASD-02455,2025-10-26,Search & Rescue,Autel EVO Max 4T,Chandigarh,OP-020,30,37.55,291,100,42,58,Food Package,3.55,Windy,30,8,High,Success,NA,99
ASD-02456,2025-07-09,Border Patrol,Skydio X2D,Chandigarh,OP-003,57,59.91,190,100,48,52,LiDAR,0.53,Rainy,17,18,High,Success,NA,77
ASD-02457,2025-12-18,Surveillance,Autel EVO Max 4T,Chandigarh,OP-020,83,34.61,164,100,48,52,LiDAR,3.15,Foggy,8,7,Critical,Success,NA,80
ASD-02458,2025-03-07,Surveillance,Autel EVO Max 4T,Shimla,OP-024,77,56.64,271,100,51,49,Sensor Package,4.79,Foggy,39,12,Low,Success,NA,90
ASD-02459,2025-05-08,Reconnaissance,Autel EVO Max 4T,Delhi,OP-022,29,30.38,262,100,76,24,Sensor Package,4.33,Foggy,23,20,Low,Success,NA,91
ASD-02460,2025-06-26,Border Patrol,Skydio X2D,Shimla,OP-016,82,37.31,112,100,69,31,Food Package,1.96,Foggy,25,25,Medium,Success,NA,92
ASD-02461,2025-07-20,Surveillance,Autel EVO Max 4T,Lucknow,OP-014,45,52.81,274,100,29,71,HD Camera,4.82,Foggy,40,24,Low,Success,NA,98
ASD-02462,2025-10-17,Medical Delivery,Autel EVO Max 4T,Chandigarh,OP-002,79,11.04,163,100,34,66,Food Package,2.37,Foggy,34,8,High,Success,NA,93
ASD-02463,2025-04-07,Search & Rescue,DJI Matrice 300 RTK,Dehradun,OP-014,21,23.79,174,100,40,60,HD Camera,1.49,Clear,34,10,High,Success,NA,94
ASD-02464,2025-10-18,Infrastructure Inspection,Parrot Anafi AI,Dehradun,OP-029,39,25.53,235,100,29,71,Thermal Camera,3.39,Clear,16,8,Critical,Success,NA,84
ASD-02465,2025-04-25,Medical Delivery,DJI Matrice 300 RTK,Lucknow,OP-030,82,35.44,214,100,19,81,Sensor Package,1.39,Windy,40,29,Critical,Success,NA,62
ASD-02466,2025-03-03,Medical Delivery,Skydio X2D,Shimla,OP-001,46,26.38,292,100,57,43,Food Package,1.63,Cloudy,30,8,Medium,Success,NA,94
ASD-02467,2025-09-26,Reconnaissance,Parrot Anafi AI,Delhi,OP-027,21,11.08,179,100,54,46,Food Package,1.6,Clear,13,35,Low,Success,NA,95
ASD-02468,2025-06-30,Medical Delivery,Skydio X2D,Shimla,OP-021,73,48.35,124,100,56,44,Medical Kit,2.38,Clear,34,15,Medium,Success,NA,95
ASD-02469,2025-03-23,Reconnaissance,DJI Mavic 3 Enterprise,Lucknow,OP-007,57,14.14,235,100,41,59,HD Camera,4.27,Clear,8,22,Low,Success,NA,90
ASD-02470,2025-06-24,Surveillance,Skydio X2D,Dehradun,OP-026,87,14.58,193,100,42,58,Thermal Camera,3.58,Foggy,21,23,Medium,Success,NA,91
ASD-02471,2025-02-04,Border Patrol,DJI Matrice 300 RTK,Shimla,OP-022,39,5.71,142,100,80,20,Sensor Package,4.93,Foggy,29,35,Medium,Success,NA,93
ASD-02472,2025-07-20,Reconnaissance,Parrot Anafi AI,Shimla,OP-021,33,10.16,121,100,16,84,LiDAR,0.64,Clear,37,34,Medium,Success,NA,76
ASD-02473,2025-01-06,Medical Delivery,Skydio X2D,Delhi,OP-011,58,31.41,209,100,71,29,Medical Kit,3.12,Cloudy,18,29,High,Success,NA,100
ASD-02474,2025-02-25,Border Patrol,Autel EVO Max 4T,Shimla,OP-022,42,41.73,233,100,45,55,Medical Kit,1.48,Clear,22,34,Medium,Success,NA,92
ASD-02475,2025-05-08,Infrastructure Inspection,Parrot Anafi AI,Dehradun,OP-002,63,11.94,256,100,23,77,HD Camera,3.12,Rainy,34,31,High,Success,NA,81
ASD-02476,2025-10-05,Search & Rescue,DJI Mavic 3 Enterprise,Shimla,OP-026,27,30.08,97,100,64,36,Medical Kit,4.32,Foggy,29,12,High,Success,NA,98
ASD-02477,2025-09-12,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-015,84,18.09,208,100,59,41,HD Camera,1.74,Clear,12,23,Critical,Success,NA,89
ASD-02478,2025-12-27,Surveillance,Skydio X2D,Shimla,OP-005,30,27.45,170,100,24,76,LiDAR,4.56,Foggy,30,11,Medium,Success,NA,96
ASD-02479,2025-05-12,Medical Delivery,Parrot Anafi AI,Chandigarh,OP-022,61,41.11,261,100,77,23,LiDAR,4.0,Cloudy,27,19,Medium,Success,NA,95
ASD-02480,2025-10-26,Search & Rescue,Parrot Anafi AI,Shimla,OP-023,70,9.23,140,100,25,75,Sensor Package,4.8,Rainy,29,4,Low,Failed,Signal Loss,84
ASD-02481,2025-05-26,Medical Delivery,DJI Matrice 300 RTK,Chandigarh,OP-019,76,33.36,116,100,54,46,Food Package,4.13,Windy,31,15,Low,Success,NA,100
ASD-02482,2025-08-13,Reconnaissance,DJI Matrice 300 RTK,Jaipur,OP-030,69,10.83,278,100,39,61,Sensor Package,2.89,Cloudy,34,5,Low,Success,NA,100
ASD-02483,2025-09-02,Medical Delivery,DJI Mavic 3 Enterprise,Delhi,OP-028,47,35.28,220,100,68,32,LiDAR,3.28,Clear,18,3,Critical,Success,NA,83
ASD-02484,2025-08-24,Border Patrol,DJI Matrice 300 RTK,Lucknow,OP-001,45,40.58,137,100,43,57,Food Package,2.13,Rainy,40,17,Critical,Success,NA,74
ASD-02485,2025-07-20,Reconnaissance,DJI Matrice 300 RTK,Chandigarh,OP-009,71,41.26,163,100,18,82,Food Package,2.65,Rainy,20,29,High,Failed,Weather,63
ASD-02486,2025-07-01,Medical Delivery,Skydio X2D,Delhi,OP-025,52,44.92,81,100,37,63,Sensor Package,4.85,Rainy,35,34,Low,Success,NA,83
ASD-02487,2025-06-11,Infrastructure Inspection,DJI Matrice 300 RTK,Shimla,OP-005,27,51.74,164,100,53,47,Food Package,4.28,Clear,16,14,Critical,Success,NA,87
ASD-02488,2025-08-28,Surveillance,DJI Matrice 300 RTK,Delhi,OP-020,24,36.0,212,100,74,26,Medical Kit,2.24,Rainy,8,8,High,Success,NA,75
ASD-02489,2025-12-30,Border Patrol,Parrot Anafi AI,Lucknow,OP-030,27,58.14,88,100,23,77,Medical Kit,1.66,Cloudy,41,35,Critical,Success,NA,84
ASD-02490,2025-07-13,Reconnaissance,DJI Mavic 3 Enterprise,Delhi,OP-019,51,51.45,272,100,51,49,HD Camera,1.45,Windy,10,20,High,Success,NA,98
ASD-02491,2025-11-19,Infrastructure Inspection,DJI Matrice 300 RTK,Jaipur,OP-012,45,57.75,169,100,43,57,Sensor Package,4.07,Cloudy,42,19,Medium,Success,NA,91
ASD-02492,2025-04-03,Infrastructure Inspection,Skydio X2D,Shimla,OP-027,65,38.06,300,100,79,21,Sensor Package,3.1,Windy,26,13,Low,Success,NA,97
ASD-02493,2025-08-09,Medical Delivery,DJI Mavic 3 Enterprise,Shimla,OP-013,24,45.08,138,100,63,37,Sensor Package,2.38,Cloudy,42,31,Critical,Success,NA,90
ASD-02494,2025-04-22,Search & Rescue,DJI Mavic 3 Enterprise,Delhi,OP-018,87,36.75,161,100,71,29,Sensor Package,1.46,Cloudy,27,4,Critical,Success,NA,84
ASD-02495,2025-01-05,Reconnaissance,Skydio X2D,Jaipur,OP-023,87,10.5,130,100,28,72,Sensor Package,3.31,Cloudy,18,16,Critical,Success,NA,86
ASD-02496,2025-08-29,Search & Rescue,Parrot Anafi AI,Chandigarh,OP-003,20,30.96,169,100,41,59,HD Camera,1.5,Windy,13,23,Low,Success,NA,90
ASD-02497,2025-03-21,Search & Rescue,Parrot Anafi AI,Lucknow,OP-030,71,51.32,206,100,71,29,HD Camera,4.44,Windy,16,11,Low,Success,NA,97
ASD-02498,2025-09-29,Border Patrol,DJI Mavic 3 Enterprise,Lucknow,OP-016,24,24.66,239,100,57,43,Food Package,0.56,Cloudy,8,16,Critical,Success,NA,89
ASD-02499,2025-10-23,Border Patrol,Autel EVO Max 4T,Delhi,OP-010,80,41.43,124,100,32,68,HD Camera,1.35,Rainy,29,32,Critical,Failed,Mechanical Fault,69
ASD-02500,2025-09-23,Reconnaissance,Parrot Anafi AI,Shimla,OP-022,59,22.4,195,100,35,65,Sensor Package,1.85,Cloudy,30,31,High,Success,NA,95
ASD-02501,2025-05-08,Search & Rescue,DJI Matrice 300 RTK,Lucknow,OP-029,26,43.9,288,100,34,66,Medical Kit,3.81,Clear,14,10,Critical,Success,NA,88
ASD-02502,2025-10-06,Surveillance,Skydio X2D,Jaipur,OP-020,78,28.53,268,100,27,73,HD Camera,3.47,Foggy,10,26,Low,Success,NA,93
ASD-02503,2025-11-17,Medical Delivery,DJI Mavic 3 Enterprise,Shimla,OP-008,53,28.87,259,100,73,27,LiDAR,4.79,Cloudy,39,23,Low,Success,NA,95
ASD-02504,2025-01-28,Search & Rescue,Parrot Anafi AI,Dehradun,OP-015,50,51.98,279,100,61,39,Thermal Camera,1.76,Cloudy,27,26,High,Success,NA,95
ASD-02505,2025-02-15,Infrastructure Inspection,Parrot Anafi AI,Jaipur,OP-015,37,27.13,217,100,80,20,Sensor Package,3.83,Cloudy,18,20,Medium,Success,NA,100
ASD-02506,2025-08-29,Infrastructure Inspection,Autel EVO Max 4T,Shimla,OP-021,85,55.01,176,100,21,79,Sensor Package,4.12,Rainy,38,29,Medium,Success,NA,85
ASD-02507,2025-03-04,Reconnaissance,Skydio X2D,Lucknow,OP-030,55,30.83,273,100,24,76,LiDAR,4.96,Cloudy,34,9,Medium,Success,NA,92
ASD-02508,2025-06-28,Search & Rescue,DJI Matrice 300 RTK,Dehradun,OP-006,31,47.45,262,100,58,42,Sensor Package,0.5,Cloudy,16,35,Critical,Success,NA,89
ASD-02509,2025-05-14,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-003,66,20.1,174,100,45,55,Medical Kit,2.92,Clear,42,13,Medium,Success,NA,90
ASD-02510,2025-11-10,Infrastructure Inspection,Skydio X2D,Chandigarh,OP-028,48,6.54,120,100,16,84,Thermal Camera,1.97,Cloudy,35,33,High,Success,NA,77
ASD-02511,2025-09-26,Medical Delivery,Skydio X2D,Lucknow,OP-002,66,29.37,189,100,16,84,HD Camera,1.38,Windy,35,11,High,Success,NA,78
ASD-02512,2025-01-11,Infrastructure Inspection,Parrot Anafi AI,Jaipur,OP-007,69,21.07,240,100,54,46,HD Camera,3.58,Rainy,36,27,Medium,Success,NA,80
ASD-02513,2025-05-05,Search & Rescue,Parrot Anafi AI,Delhi,OP-007,86,37.89,246,100,43,57,Food Package,1.44,Foggy,37,16,Critical,Success,NA,88
ASD-02514,2025-11-08,Border Patrol,Parrot Anafi AI,Lucknow,OP-010,33,30.8,270,100,30,70,Thermal Camera,4.75,Cloudy,40,3,Critical,Success,NA,84
ASD-02515,2025-12-20,Reconnaissance,Parrot Anafi AI,Chandigarh,OP-023,30,39.74,190,100,50,50,Thermal Camera,4.74,Rainy,22,5,Low,Success,NA,81
ASD-02516,2025-11-22,Medical Delivery,DJI Mavic 3 Enterprise,Jaipur,OP-018,42,59.16,116,100,45,55,HD Camera,1.81,Rainy,28,22,Low,Success,NA,84
ASD-02517,2025-08-01,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-013,65,9.18,294,100,67,33,LiDAR,2.42,Clear,40,22,Low,Success,NA,100
ASD-02518,2025-11-21,Reconnaissance,Autel EVO Max 4T,Lucknow,OP-017,20,21.29,231,100,78,22,LiDAR,3.47,Clear,36,19,Medium,Success,NA,96
ASD-02519,2025-03-17,Search & Rescue,DJI Matrice 300 RTK,Jaipur,OP-028,29,58.04,186,100,31,69,Medical Kit,4.94,Foggy,42,21,Medium,Success,NA,96
ASD-02520,2025-01-08,Infrastructure Inspection,Skydio X2D,Lucknow,OP-021,55,13.41,134,100,56,44,HD Camera,2.57,Rainy,25,19,Low,Success,NA,77
ASD-02521,2025-06-23,Border Patrol,DJI Mavic 3 Enterprise,Delhi,OP-018,23,14.29,249,100,77,23,Food Package,2.5,Rainy,9,30,High,Success,NA,78
ASD-02522,2025-10-16,Border Patrol,DJI Mavic 3 Enterprise,Lucknow,OP-006,83,47.02,145,100,22,78,Medical Kit,3.81,Windy,28,25,Low,Success,NA,98
ASD-02523,2025-02-26,Infrastructure Inspection,DJI Matrice 300 RTK,Delhi,OP-005,42,13.61,290,100,57,43,Sensor Package,1.31,Windy,12,25,High,Success,NA,96
ASD-02524,2025-03-11,Surveillance,DJI Mavic 3 Enterprise,Dehradun,OP-023,40,27.94,190,100,59,41,HD Camera,2.65,Rainy,10,23,Medium,Success,NA,84
ASD-02525,2025-03-19,Reconnaissance,Skydio X2D,Lucknow,OP-027,57,18.12,143,100,59,41,Food Package,1.63,Rainy,10,13,Critical,Failed,Weather,73
ASD-02526,2025-10-15,Surveillance,DJI Mavic 3 Enterprise,Jaipur,OP-005,57,7.6,253,100,51,49,Medical Kit,1.45,Foggy,33,25,High,Success,NA,98
ASD-02527,2025-11-29,Surveillance,Autel EVO Max 4T,Delhi,OP-019,23,33.75,243,100,48,52,Sensor Package,1.61,Clear,26,29,Medium,Success,NA,95
ASD-02528,2025-04-19,Surveillance,DJI Matrice 300 RTK,Dehradun,OP-030,54,56.55,210,100,17,83,Medical Kit,1.03,Clear,29,4,Medium,Success,NA,72
ASD-02529,2025-05-09,Surveillance,DJI Mavic 3 Enterprise,Shimla,OP-016,26,31.58,153,100,48,52,Sensor Package,0.82,Foggy,22,9,Low,Success,NA,90
ASD-02530,2025-04-17,Infrastructure Inspection,Parrot Anafi AI,Chandigarh,OP-025,52,24.61,215,100,16,84,Medical Kit,3.53,Rainy,41,28,Critical,Success,NA,50
ASD-02531,2025-08-29,Surveillance,Skydio X2D,Delhi,OP-028,68,57.01,193,100,63,37,Sensor Package,0.76,Cloudy,33,27,High,Success,NA,92
ASD-02532,2025-06-06,Search & Rescue,DJI Matrice 300 RTK,Chandigarh,OP-001,89,5.09,191,100,54,46,Thermal Camera,4.06,Windy,17,25,High,Success,NA,93
ASD-02533,2025-10-15,Surveillance,DJI Mavic 3 Enterprise,Shimla,OP-014,22,12.52,235,100,38,62,Thermal Camera,3.6,Foggy,36,26,Critical,Success,NA,88
ASD-02534,2025-06-23,Search & Rescue,DJI Mavic 3 Enterprise,Dehradun,OP-008,32,28.5,182,100,20,80,Medical Kit,1.17,Windy,12,32,Low,Success,NA,96
ASD-02535,2025-12-24,Surveillance,Skydio X2D,Shimla,OP-024,85,17.65,236,100,52,48,Thermal Camera,3.2,Clear,21,25,Medium,Success,NA,96
ASD-02536,2025-02-13,Medical Delivery,Autel EVO Max 4T,Chandigarh,OP-003,88,58.99,128,100,57,43,Medical Kit,3.67,Windy,37,18,Low,Success,NA,99
ASD-02537,2025-08-02,Infrastructure Inspection,Autel EVO Max 4T,Lucknow,OP-019,62,19.98,205,100,55,45,Medical Kit,3.92,Foggy,37,5,Low,Success,NA,91
ASD-02538,2025-04-13,Search & Rescue,Parrot Anafi AI,Jaipur,OP-022,69,58.72,166,100,19,81,HD Camera,4.01,Foggy,22,27,Low,Failed,Signal Loss,70
ASD-02539,2025-06-10,Search & Rescue,DJI Mavic 3 Enterprise,Delhi,OP-029,71,34.78,297,100,68,32,Medical Kit,4.15,Clear,41,4,Critical,Success,NA,90
ASD-02540,2025-08-06,Search & Rescue,Skydio X2D,Chandigarh,OP-022,80,52.05,121,100,67,33,Sensor Package,2.54,Windy,40,32,Low,Failed,Battery Failure,96
ASD-02541,2025-10-12,Medical Delivery,DJI Matrice 300 RTK,Jaipur,OP-015,43,17.74,143,100,41,59,Medical Kit,2.92,Clear,15,5,High,Success,NA,96
ASD-02542,2025-09-09,Border Patrol,Skydio X2D,Dehradun,OP-028,69,23.02,202,100,60,40,LiDAR,4.28,Windy,12,12,Medium,Success,NA,99
ASD-02543,2025-12-23,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-004,66,55.15,122,100,47,53,HD Camera,3.37,Windy,12,28,High,Success,NA,98
ASD-02544,2025-10-17,Surveillance,Parrot Anafi AI,Delhi,OP-012,79,44.23,95,100,45,55,Thermal Camera,1.06,Cloudy,37,29,High,Success,NA,97
ASD-02545,2025-05-20,Search & Rescue,Parrot Anafi AI,Delhi,OP-002,75,46.33,293,100,48,52,Sensor Package,1.87,Rainy,14,20,Low,Success,NA,82
ASD-02546,2025-10-27,Reconnaissance,Skydio X2D,Dehradun,OP-006,39,18.11,300,100,65,35,HD Camera,2.5,Clear,35,22,Critical,Success,NA,82
ASD-02547,2025-11-03,Surveillance,Skydio X2D,Chandigarh,OP-019,62,46.2,158,100,61,39,Medical Kit,4.98,Foggy,21,20,Critical,Success,NA,85
ASD-02548,2025-10-14,Medical Delivery,DJI Matrice 300 RTK,Delhi,OP-027,44,49.68,184,100,39,61,LiDAR,4.56,Rainy,36,26,Critical,Failed,Weather,75
ASD-02549,2025-10-13,Surveillance,DJI Matrice 300 RTK,Chandigarh,OP-004,61,15.31,230,100,62,38,Sensor Package,4.13,Rainy,11,30,Critical,Success,NA,71
ASD-02550,2025-05-31,Medical Delivery,Parrot Anafi AI,Chandigarh,OP-002,57,56.06,259,100,78,22,Medical Kit,2.2,Rainy,11,13,Low,Success,NA,76
ASD-02551,2025-08-13,Surveillance,Parrot Anafi AI,Lucknow,OP-004,79,24.37,202,100,80,20,Food Package,3.09,Foggy,15,12,Critical,Success,NA,85
ASD-02552,2025-07-28,Reconnaissance,Parrot Anafi AI,Delhi,OP-016,42,59.98,197,100,60,40,Thermal Camera,2.8,Windy,9,21,Low,Success,NA,92
ASD-02553,2025-05-20,Search & Rescue,Parrot Anafi AI,Delhi,OP-014,38,45.6,159,100,49,51,LiDAR,0.8,Clear,33,17,High,Success,NA,92
ASD-02554,2025-02-25,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-023,56,26.12,199,100,15,85,Food Package,3.29,Cloudy,10,16,Critical,Success,NA,65
ASD-02555,2025-12-31,Medical Delivery,Parrot Anafi AI,Lucknow,OP-027,28,18.07,87,100,20,80,Thermal Camera,4.07,Cloudy,13,11,Low,Success,NA,97
ASD-02556,2025-07-30,Search & Rescue,DJI Mavic 3 Enterprise,Shimla,OP-023,56,41.08,163,100,51,49,Sensor Package,4.87,Cloudy,25,13,Low,Failed,Signal Loss,93
ASD-02557,2025-09-23,Medical Delivery,DJI Mavic 3 Enterprise,Jaipur,OP-008,41,56.98,208,100,25,75,Medical Kit,2.99,Clear,37,3,Low,Success,NA,95
ASD-02558,2025-07-29,Surveillance,Parrot Anafi AI,Delhi,OP-005,34,17.3,278,100,24,76,Medical Kit,2.0,Windy,32,21,High,Success,NA,91
ASD-02559,2025-05-17,Reconnaissance,Autel EVO Max 4T,Shimla,OP-029,64,41.61,207,100,79,21,HD Camera,3.03,Rainy,18,26,Critical,Success,NA,67
ASD-02560,2025-01-18,Search & Rescue,Autel EVO Max 4T,Delhi,OP-001,89,37.41,247,100,58,42,Food Package,1.61,Rainy,33,12,Critical,Success,NA,67
ASD-02561,2025-06-21,Medical Delivery,DJI Mavic 3 Enterprise,Lucknow,OP-019,66,9.81,284,100,23,77,Food Package,4.45,Rainy,12,15,High,Success,NA,77
ASD-02562,2025-08-02,Search & Rescue,Parrot Anafi AI,Delhi,OP-009,52,49.4,165,100,78,22,Sensor Package,1.22,Clear,39,30,Medium,Success,NA,96
ASD-02563,2025-08-19,Infrastructure Inspection,DJI Matrice 300 RTK,Delhi,OP-029,60,13.18,259,100,25,75,Thermal Camera,1.07,Rainy,23,12,High,Success,NA,85
ASD-02564,2025-10-12,Search & Rescue,DJI Mavic 3 Enterprise,Chandigarh,OP-002,33,19.84,256,100,67,33,LiDAR,3.01,Cloudy,36,7,High,Success,NA,100
ASD-02565,2025-01-08,Search & Rescue,Skydio X2D,Dehradun,OP-001,58,35.46,275,100,65,35,HD Camera,2.69,Cloudy,33,35,Medium,Success,NA,90
ASD-02566,2025-12-31,Infrastructure Inspection,DJI Matrice 300 RTK,Shimla,OP-010,21,23.13,247,100,15,85,Medical Kit,0.57,Clear,42,10,Medium,Failed,Signal Loss,70
ASD-02567,2025-05-01,Border Patrol,Parrot Anafi AI,Dehradun,OP-004,26,23.65,261,100,52,48,LiDAR,3.16,Rainy,41,30,Medium,Failed,Battery Failure,81
ASD-02568,2025-09-16,Border Patrol,Autel EVO Max 4T,Dehradun,OP-005,58,27.99,115,100,71,29,Food Package,4.23,Cloudy,26,30,High,Success,NA,100
ASD-02569,2025-12-20,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-019,87,52.52,181,100,60,40,LiDAR,2.79,Clear,37,20,High,Success,NA,99
ASD-02570,2025-08-02,Border Patrol,DJI Matrice 300 RTK,Chandigarh,OP-012,20,52.41,118,100,80,20,Sensor Package,4.3,Cloudy,22,8,Critical,Failed,Signal Loss,87
ASD-02571,2025-01-30,Infrastructure Inspection,Parrot Anafi AI,Lucknow,OP-028,70,24.49,297,100,15,85,Medical Kit,4.91,Clear,21,4,High,Success,NA,78
ASD-02572,2025-03-08,Surveillance,Parrot Anafi AI,Jaipur,OP-007,32,26.89,170,100,75,25,Sensor Package,3.68,Windy,32,12,High,Success,NA,93
ASD-02573,2025-10-19,Medical Delivery,Autel EVO Max 4T,Lucknow,OP-022,54,54.13,221,100,18,82,Thermal Camera,2.36,Foggy,24,9,Medium,Success,NA,75
ASD-02574,2025-04-23,Search & Rescue,DJI Mavic 3 Enterprise,Shimla,OP-017,89,26.83,209,100,79,21,LiDAR,1.6,Rainy,40,15,Low,Success,NA,85
ASD-02575,2025-11-10,Border Patrol,Skydio X2D,Chandigarh,OP-013,80,33.32,170,100,15,85,Food Package,3.25,Clear,19,3,High,Success,NA,75
ASD-02576,2025-06-24,Surveillance,Skydio X2D,Jaipur,OP-016,38,57.35,191,100,60,40,LiDAR,1.56,Cloudy,23,29,Medium,Success,NA,94
ASD-02577,2025-08-21,Surveillance,Parrot Anafi AI,Jaipur,OP-003,64,58.09,242,100,20,80,Thermal Camera,4.52,Windy,10,13,Low,Success,NA,100
ASD-02578,2025-04-20,Search & Rescue,DJI Mavic 3 Enterprise,Dehradun,OP-022,57,24.96,84,100,63,37,Food Package,1.5,Foggy,26,20,High,Success,NA,100
ASD-02579,2025-10-21,Medical Delivery,Parrot Anafi AI,Shimla,OP-028,29,6.69,135,100,57,43,Sensor Package,3.87,Cloudy,15,30,Critical,Success,NA,86
ASD-02580,2025-10-10,Reconnaissance,Parrot Anafi AI,Dehradun,OP-001,52,30.89,245,100,63,37,Sensor Package,4.43,Clear,14,8,High,Success,NA,94
ASD-02581,2025-04-24,Reconnaissance,DJI Mavic 3 Enterprise,Lucknow,OP-021,42,26.69,282,100,70,30,Sensor Package,2.64,Windy,36,33,High,Success,NA,94
ASD-02582,2025-08-19,Medical Delivery,Autel EVO Max 4T,Lucknow,OP-016,47,37.53,237,100,64,36,Medical Kit,4.48,Cloudy,24,11,Critical,Success,NA,87
ASD-02583,2025-06-08,Reconnaissance,Parrot Anafi AI,Jaipur,OP-017,77,42.09,92,100,59,41,Thermal Camera,0.92,Clear,41,25,High,Success,NA,90
ASD-02584,2025-12-08,Border Patrol,Skydio X2D,Dehradun,OP-025,87,17.67,291,100,30,70,Medical Kit,1.29,Windy,39,35,Low,Success,NA,95
ASD-02585,2025-10-29,Reconnaissance,DJI Mavic 3 Enterprise,Shimla,OP-022,51,25.27,208,100,41,59,Food Package,3.09,Foggy,38,6,Medium,Success,NA,95
ASD-02586,2025-05-29,Border Patrol,Parrot Anafi AI,Dehradun,OP-019,26,13.26,161,100,41,59,Sensor Package,3.49,Foggy,13,29,Critical,Success,NA,87
ASD-02587,2025-05-29,Infrastructure Inspection,DJI Mavic 3 Enterprise,Shimla,OP-020,28,33.59,274,100,25,75,Thermal Camera,4.41,Cloudy,34,8,High,Success,NA,95
ASD-02588,2025-11-13,Medical Delivery,Parrot Anafi AI,Dehradun,OP-003,28,11.31,223,100,38,62,Sensor Package,1.99,Foggy,19,17,Low,Success,NA,93
ASD-02589,2025-08-26,Infrastructure Inspection,DJI Mavic 3 Enterprise,Jaipur,OP-022,74,12.57,252,100,55,45,Medical Kit,3.95,Windy,32,25,Critical,Success,NA,87
ASD-02590,2025-08-02,Reconnaissance,Autel EVO Max 4T,Delhi,OP-022,22,7.42,263,100,65,35,Sensor Package,1.65,Clear,9,9,Critical,Success,NA,86
ASD-02591,2025-11-20,Surveillance,Skydio X2D,Delhi,OP-004,61,31.86,230,100,37,63,LiDAR,3.65,Clear,24,5,Critical,Success,NA,90
ASD-02592,2025-12-11,Border Patrol,Skydio X2D,Chandigarh,OP-016,20,44.22,241,100,35,65,Medical Kit,1.2,Windy,38,14,Medium,Success,NA,94
ASD-02593,2025-08-22,Reconnaissance,Autel EVO Max 4T,Delhi,OP-004,74,24.23,248,100,64,36,HD Camera,4.77,Windy,27,15,High,Success,NA,97
ASD-02594,2025-09-05,Search & Rescue,DJI Mavic 3 Enterprise,Chandigarh,OP-022,43,40.89,145,100,54,46,Food Package,2.58,Cloudy,28,17,Critical,Success,NA,83
ASD-02595,2025-02-17,Medical Delivery,DJI Matrice 300 RTK,Shimla,OP-020,62,34.26,203,100,39,61,HD Camera,1.85,Clear,21,7,Critical,Success,NA,87
ASD-02596,2025-12-29,Search & Rescue,Parrot Anafi AI,Jaipur,OP-029,43,52.71,87,100,28,72,Medical Kit,4.98,Clear,10,33,Critical,Failed,Mechanical Fault,90
ASD-02597,2025-01-26,Reconnaissance,Parrot Anafi AI,Dehradun,OP-026,31,30.27,272,100,59,41,Food Package,2.4,Rainy,22,26,Medium,Success,NA,80
ASD-02598,2025-10-14,Border Patrol,Parrot Anafi AI,Jaipur,OP-016,67,44.33,172,100,39,61,Food Package,1.43,Windy,36,27,Low,Success,NA,90
ASD-02599,2025-12-15,Infrastructure Inspection,Skydio X2D,Jaipur,OP-006,86,42.87,247,100,42,58,Sensor Package,2.37,Foggy,32,20,Low,Success,NA,94
ASD-02600,2025-04-25,Infrastructure Inspection,Autel EVO Max 4T,Delhi,OP-009,71,41.86,140,100,67,33,Food Package,2.0,Windy,33,14,High,Success,NA,90
ASD-02601,2025-01-28,Medical Delivery,Autel EVO Max 4T,Delhi,OP-026,63,26.63,182,100,53,47,Thermal Camera,2.26,Clear,11,28,Low,Success,NA,91
ASD-02602,2025-04-11,Border Patrol,DJI Mavic 3 Enterprise,Dehradun,OP-025,77,33.07,269,100,73,27,HD Camera,1.42,Rainy,40,9,High,Failed,Mechanical Fault,85
ASD-02603,2025-07-04,Infrastructure Inspection,DJI Matrice 300 RTK,Chandigarh,OP-011,73,25.07,120,100,19,81,Food Package,2.57,Cloudy,28,28,Low,Success,NA,79
ASD-02604,2025-09-02,Reconnaissance,Skydio X2D,Jaipur,OP-027,31,59.21,257,100,31,69,Medical Kit,3.67,Windy,14,23,Medium,Success,NA,100
